Date,Time,HomeTeam,AwayTeam,FTR,HomePoints,AwayPoints,FTR_numerical,HT_form_points_5,AT_form_points_5,HT_h2h_points_5,AT_h2h_points_5
2024-11-24,10:30,Sivasspor,Kasimpasa,D,1,1,0,1.8,1.4,0.2,0.8
2024-11-24,13:00,Konyaspor,Hatayspor,D,1,1,0,1.2,0.8,0.6,0.6
2024-11-24,13:00,Samsunspor,Alanyaspor,D,1,1,0,2.0,0.8,0.2,0.8
2024-11-24,16:00,Besiktas,Goztep,A,0,3,2,1.0,1.8,0.0,0.0
2024-11-25,17:00,Trabzonspor,Ad. Demirspor,H,3,0,1,0.8,0.2,0.6,0.6
2024-11-29,17:00,Antalyaspor,Sivasspor,H,3,0,1,1.2,2.0,0.8,0.2
2024-11-30,10:30,Samsunspor,Bodrumspor,H,3,0,1,1.6,0.2,0.0,0.0
2024-11-30,13:00,Ad. Demirspor,Konyaspor,A,0,3,2,0.2,0.8,0.8,0.2
2024-11-30,16:00,Alanyaspor,Trabzonspor,H,3,0,1,0.4,1.2,0.6,0.6
2024-11-30,16:00,Buyuksehyr,Goztep,H,3,0,1,0.4,1.8,0.0,0.0
2024-12-01,13:00,Rizespor,Kayserispor,H,3,0,1,2.4,1.6,0.6,0.6
2024-12-01,16:00,Galatasaray,Eyupspor,D,1,1,0,3.0,2.0,0.0,0.0
2024-12-02,17:00,Fenerbahce,Gaziantep,H,3,0,1,2.6,2.0,1.2,0.0
2024-12-02,17:00,Hatayspor,Besiktas,D,1,1,0,0.8,0.8,0.2,0.8
2024-12-06,17:00,Trabzonspor,Kasimpasa,D,1,1,0,0.6,1.4,0.6,0.6
2024-12-07,16:00,Besiktas,Fenerbahce,H,3,0,1,0.4,3.0,0.0,1.2
2024-12-07,13:00,Goztep,Ad. Demirspor,H,3,0,1,1.8,0.2,0.0,0.0
2024-12-07,10:30,Konyaspor,Antalyaspor,D,1,1,0,1.4,1.8,0.4,0.4
2024-12-08,10:30,Eyupspor,Samsunspor,H,3,0,1,1.6,2.0,0.0,0.0
2024-12-08,13:00,Kayserispor,Alanyaspor,H,3,0,1,1.4,1.0,0.6,0.6
2024-12-08,13:00,Sivasspor,Galatasaray,A,0,3,2,1.4,2.6,0.2,0.8
2024-12-08,16:00,Buyuksehyr,Hatayspor,H,3,0,1,1.0,1.0,1.2,0.0
2024-12-09,17:00,Gaziantep,Rizespor,H,3,0,1,1.8,2.4,0.6,0.6
2024-12-13,17:00,Bodrumspor,Sivasspor,H,3,0,1,0.2,0.8,0.0,0.0
2024-12-13,17:00,Kasimpasa,Eyupspor,H,3,0,1,1.0,2.0,0.0,0.0
2024-12-14,16:00,Alanyaspor,Gaziantep,H,3,0,1,1.0,1.8,0.6,0.6
2024-12-14,13:00,Rizespor,Konyaspor,D,1,1,0,1.8,1.6,0.8,0.2
2024-12-15,10:30,Hatayspor,Goztep,D,1,1,0,1.0,1.8,0.0,0.0
2024-12-15,13:00,Antalyaspor,Kayserispor,H,3,0,1,2.0,1.4,0.4,0.4
2024-12-15,16:00,Fenerbahce,Buyuksehyr,H,3,0,1,2.4,1.4,1.2,0.0
2024-12-16,16:00,Ad. Demirspor,Besiktas,H,3,0,1,0.2,1.0,0.8,0.2
2024-12-16,18:00,Galatasaray,Trabzonspor,H,3,0,1,2.6,0.8,1.2,0.0
2024-12-20,17:00,Eyupspor,Fenerbahce,D,1,1,0,1.4,2.4,0.0,0.0
2024-12-21,16:00,Besiktas,Alanyaspor,D,1,1,0,1.0,1.6,0.2,0.8
2024-12-21,13:00,Sivasspor,Samsunspor,D,1,1,0,0.2,1.4,0.2,0.8
2024-12-22,13:00,Kayserispor,Galatasaray,A,0,3,2,1.2,2.6,0.2,0.8
2024-12-22,16:00,Trabzonspor,Bodrumspor,H,3,0,1,0.8,0.8,0.0,0.0
2024-12-22,10:30,Gaziantep,Antalyaspor,H,3,0,1,1.2,2.0,0.6,0.6
2024-12-22,13:00,Goztep,Rizespor,H,3,0,1,2.0,2.0,0.0,0.0
2024-12-23,17:00,Buyuksehyr,Kasimpasa,D,1,1,0,1.4,1.6,1.2,0.0
2024-12-23,17:00,Hatayspor,Ad. Demirspor,A,0,3,2,1.2,0.6,0.8,0.2
2025-01-03,17:00,Alanyaspor,Konyaspor,H,3,0,1,1.6,1.2,0.8,0.2
2025-01-03,17:00,Rizespor,Besiktas,D,1,1,0,1.4,1.0,0.0,1.2
2025-01-04,10:30,Ad. Demirspor,Buyuksehyr,A,0,3,2,1.2,1.4,0.2,0.8
2025-01-04,13:00,Antalyaspor,Eyupspor,A,0,3,2,2.0,1.0,0.0,0.0
2025-01-04,16:00,Galatasaray,Goztep,H,3,0,1,2.6,2.0,0.0,0.0
2025-01-04,17:00,Samsunspor,Trabzonspor,H,3,0,1,1.0,1.4,0.6,0.6
2025-01-05,16:00,Fenerbahce,Hatayspor,H,3,0,1,2.0,0.6,1.2,0.0
2025-01-05,13:00,Bodrumspor,Kayserispor,D,1,1,0,0.6,0.6,0.0,0.0
2025-01-05,10:30,Kasimpasa,Gaziantep,D,1,1,0,1.2,1.8,0.6,0.6
2025-01-11,10:30,Kayserispor,Samsunspor,A,0,3,2,0.8,1.6,0.6,0.6
2025-01-11,13:00,Hatayspor,Rizespor,A,0,3,2,0.4,1.0,0.6,0.6
2025-01-11,16:00,Besiktas,Bodrumspor,H,3,0,1,1.2,0.8,0.0,0.0
2025-01-12,10:30,Sivasspor,Alanyaspor,D,1,1,0,0.4,2.0,0.6,0.6
2025-01-12,13:00,Trabzonspor,Antalyaspor,H,3,0,1,0.8,1.4,0.8,0.2
2025-01-12,16:00,Buyuksehyr,Galatasaray,A,0,3,2,2.0,2.6,0.0,1.2
2025-01-12,16:00,Gaziantep,Ad. Demirspor,H,3,0,1,1.4,1.2,0.8,0.2
2025-01-13,17:00,Goztep,Kasimpasa,H,3,0,1,1.4,1.4,0.0,0.0
2025-01-13,17:00,Konyaspor,Fenerbahce,A,0,3,2,1.2,2.0,0.2,0.8
2025-01-17,17:00,Hatayspor,Galatasaray,D,1,1,0,0.2,3.0,0.6,1.2
2025-01-18,13:00,Gaziantep,Bodrumspor,D,1,1,0,2.0,0.8,0.6,0.0
2025-01-18,16:00,Besiktas,Samsunspor,D,1,1,0,1.6,2.0,1.4,0.2
2025-01-18,10:30,Buyuksehyr,Rizespor,H,3,0,1,1.4,1.0,0.8,0.8
2025-01-19,16:00,Eyupspor,Alanyaspor,H,3,0,1,1.6,1.6,0.2,0.2
2025-01-19,16:00,Ad. Demirspor,Fenerbahce,A,0,3,2,1.2,2.0,0.2,1.4
2025-01-19,13:00,Konyaspor,Kasimpasa,D,1,1,0,1.0,1.2,1.8,0.0
2025-01-19,10:30,Goztep,Antalyaspor,H,3,0,1,2.0,0.8,0.2,0.2
2025-01-20,17:00,Trabzonspor,Sivasspor,H,3,0,1,1.4,0.4,0.4,1.0
2025-01-24,17:00,Samsunspor,Gaziantep,H,3,0,1,1.6,1.6,0.8,0.8
2025-01-25,10:30,Sivasspor,Kayserispor,H,3,0,1,0.4,0.8,1.8,0.0
2025-01-25,13:00,Alanyaspor,Buyuksehyr,H,3,0,1,1.6,1.4,0.6,1.2
2025-01-25,16:00,Galatasaray,Konyaspor,H,3,0,1,2.6,0.6,1.8,0.0
2025-01-26,10:30,Rizespor,Ad. Demirspor,H,3,0,1,1.0,1.2,1.2,0.6
2025-01-26,13:00,Antalyaspor,Besiktas,D,1,1,0,0.6,1.2,1.2,0.6
2025-01-26,13:00,Bodrumspor,Eyupspor,A,0,3,2,1.0,2.0,0.0,0.6
2025-01-26,16:00,Fenerbahce,Goztep,H,3,0,1,2.6,2.0,0.2,0.2
2025-01-27,17:00,Kasimpasa,Hatayspor,H,3,0,1,1.2,0.4,1.0,0.4
2025-01-31,17:00,Eyupspor,Sivasspor,H,3,0,1,2.0,1.0,0.6,0.0
2025-01-31,17:00,Konyaspor,Bodrumspor,H,3,0,1,0.4,0.4,0.0,0.6
2025-02-01,10:30,Hatayspor,Antalyaspor,A,0,3,2,0.2,0.2,0.2,1.4
2025-02-01,13:00,Kayserispor,Trabzonspor,D,1,1,0,0.2,1.8,0.8,0.8
2025-02-01,16:00,Buyuksehyr,Samsunspor,H,3,0,1,1.4,2.2,0.8,0.8
2025-02-02,10:30,Ad. Demirspor,Kasimpasa,A,0,3,2,0.6,1.2,0.2,1.4
2025-02-02,13:00,Goztep,Alanyaspor,A,0,3,2,1.8,1.6,0.2,0.2
2025-02-02,16:00,Fenerbahce,Rizespor,H,3,0,1,2.6,1.4,1.8,0.0
2025-02-03,17:00,Gaziantep,Galatasaray,A,0,3,2,1.6,2.6,0.0,1.8
2025-02-07,17:00,Samsunspor,Hatayspor,H,3,0,1,2.0,0.2,1.2,0.6
2025-02-08,16:00,Sivasspor,Besiktas,A,0,3,2,1.0,1.4,0.6,1.2
2025-02-08,13:00,Kayserispor,Konyaspor,H,3,0,1,0.4,0.8,0.4,1.0
2025-02-09,10:30,Kasimpasa,Rizespor,H,3,0,1,1.6,1.4,1.0,0.4
2025-02-09,13:00,Alanyaspor,Fenerbahce,A,0,3,2,2.0,3.0,0.2,1.4
2025-02-09,16:00,Antalyaspor,Buyuksehyr,D,1,1,0,0.8,1.8,0.6,1.2
2025-02-09,16:00,Galatasaray,Ad. Demirspor,H,3,0,1,2.6,0.0,1.8,0.0
2025-02-10,17:00,Bodrumspor,Goztep,D,1,1,0,0.4,1.2,0.0,0.6
2025-02-10,17:00,Trabzonspor,Eyupspor,H,3,0,1,2.0,2.6,0.2,0.2
2025-02-14,17:00,Ad. Demirspor,Antalyaspor,D,1,1,0,0.0,1.0,0.6,1.2
2025-02-15,10:30,Gaziantep,Sivasspor,H,3,0,1,1.0,0.8,0.2,1.4
2025-02-15,13:00,Buyuksehyr,Bodrumspor,A,0,3,2,1.4,0.4,0.6,0.0
2025-02-15,16:00,Besiktas,Trabzonspor,H,3,0,1,1.8,2.0,0.8,0.8
2025-02-16,16:00,Fenerbahce,Kasimpasa,H,3,0,1,3.0,2.0,1.8,0.0
2025-02-16,13:00,Konyaspor,Samsunspor,A,0,3,2,0.8,2.0,1.4,0.2
2025-02-16,10:30,Hatayspor,Alanyaspor,H,3,0,1,0.2,1.4,0.6,0.6
2025-02-16,13:00,Eyupspor,Kayserispor,D,1,1,0,2.4,1.0,0.2,0.2
2025-02-17,17:00,Rizespor,Galatasaray,A,0,3,2,1.2,2.6,0.0,1.8
2025-02-21,17:00,Bodrumspor,Hatayspor,H,3,0,1,1.0,0.8,0.6,0.0
2025-02-21,17:00,Eyupspor,Besiktas,A,0,3,2,2.0,2.2,0.0,0.6
2025-02-22,16:00,Samsunspor,Rizespor,A,0,3,2,2.0,0.6,1.2,0.6
2025-02-22,10:30,Sivasspor,Konyaspor,D,1,1,0,0.6,0.8,1.4,0.2
2025-02-22,13:00,Antalyaspor,Kasimpasa,H,3,0,1,1.2,2.0,0.4,1.0
2025-02-23,16:00,Trabzonspor,Gaziantep,H,3,0,1,2.0,1.4,1.4,0.2
2025-02-23,13:00,Alanyaspor,Ad. Demirspor,H,3,0,1,1.2,0.2,0.8,0.8
2025-02-23,10:30,Kayserispor,Goztep,H,3,0,1,1.0,1.4,0.0,0.6
2025-02-24,17:00,Galatasaray,Fenerbahce,D,1,1,0,2.6,3.0,0.8,0.8
2025-03-01,13:00,Ad. Demirspor,Bodrumspor,D,1,1,0,0.2,1.4,0.0,0.6
2025-03-01,17:30,Besiktas,Kayserispor,H,3,0,1,2.2,1.6,1.4,0.2
2025-03-02,10:30,Rizespor,Alanyaspor,H,3,0,1,1.2,1.8,0.2,1.4
2025-03-02,13:00,Kasimpasa,Galatasaray,D,1,1,0,1.8,2.6,0.2,1.4
2025-03-02,17:30,Fenerbahce,Antalyaspor,H,3,0,1,2.6,1.8,1.8,0.0
2025-03-03,13:00,Gaziantep,Eyupspor,H,3,0,1,0.8,1.4,0.0,0.6
2025-03-03,13:00,Konyaspor,Trabzonspor,H,3,0,1,0.8,2.0,0.0,1.8
2025-03-03,17:30,Buyuksehyr,Sivasspor,H,3,0,1,1.4,0.8,1.8,0.0
2025-03-03,17:30,Goztep,Samsunspor,D,1,1,0,0.8,1.8,0.0,0.6
2025-03-07,17:30,Bodrumspor,Kasimpasa,H,3,0,1,1.6,1.4,0.2,0.2
2025-03-08,10:30,Kayserispor,Buyuksehyr,H,3,0,1,1.6,1.4,1.0,0.4
2025-03-08,13:00,Antalyaspor,Rizespor,H,3,0,1,1.6,1.2,0.2,1.4
2025-03-08,17:30,Trabzonspor,Hatayspor,A,0,3,2,1.4,0.6,0.8,0.8
2025-03-09,10:30,Sivasspor,Goztep,H,3,0,1,0.2,0.4,0.0,0.6
2025-03-09,13:00,Eyupspor,Konyaspor,H,3,0,1,0.8,1.4,0.0,0.6
2025-03-09,13:00,Samsunspor,Ad. Demirspor,H,3,0,1,1.4,0.4,1.4,0.2
2025-03-09,17:30,Alanyaspor,Galatasaray,A,0,3,2,1.2,2.2,0.0,1.8
2025-03-10,17:30,Besiktas,Gaziantep,A,0,3,2,2.6,1.2,0.8,0.8
2025-03-14,17:30,Galatasaray,Antalyaspor,H,3,0,1,2.2,1.6,1.8,0.0
2025-03-15,17:30,Konyaspor,Besiktas,H,3,0,1,0.8,2.4,0.0,1.8
2025-03-15,17:30,Buyuksehyr,Trabzonspor,A,0,3,2,1.4,1.2,0.2,1.4
2025-03-15,13:00,Kasimpasa,Alanyaspor,H,3,0,1,0.8,0.6,1.4,0.2
2025-03-15,10:30,Gaziantep,Kayserispor,H,3,0,1,1.8,2.0,0.4,1.0
2025-03-16,10:30,Rizespor,Bodrumspor,A,0,3,2,1.2,2.2,0.6,0.0
2025-03-16,13:00,Goztep,Eyupspor,D,1,1,0,0.4,0.8,0.0,0.6
2025-03-16,13:00,Hatayspor,Sivasspor,H,3,0,1,1.2,0.8,0.4,1.0
2025-03-16,17:30,Fenerbahce,Samsunspor,D,1,1,0,2.6,2.0,1.0,0.4
2025-03-28,13:00,Antalyaspor,Alanyaspor,H,3,0,1,1.4,0.6,1.0,0.4
2025-03-28,13:00,Kayserispor,Hatayspor,H,3,0,1,1.4,1.8,1.4,0.2
2025-03-28,17:30,Bodrumspor,Fenerbahce,A,0,3,2,2.6,2.2,0.0,0.6
2025-03-28,17:30,Konyaspor,Gaziantep,H,3,0,1,1.4,2.4,0.8,0.8
2025-03-29,17:30,Besiktas,Galatasaray,H,3,0,1,1.8,2.2,0.0,1.8
2025-03-29,13:00,Trabzonspor,Goztep,D,1,1,0,1.2,0.6,0.0,0.6
2025-03-29,13:00,Samsunspor,Kasimpasa,A,0,3,2,1.6,0.8,1.2,0.6
2025-03-29,10:30,Sivasspor,Ad. Demirspor,H,3,0,1,0.8,0.4,0.8,0.8
2025-03-31,18:00,Eyupspor,Buyuksehyr,A,0,3,2,1.0,0.8,0.2,0.2
2025-04-04,18:00,Ad. Demirspor,Kayserispor,A,0,3,2,0.4,1.8,0.6,0.6
2025-04-05,11:30,Rizespor,Sivasspor,D,1,1,0,1.2,1.4,0.2,1.4
2025-04-05,14:00,Buyuksehyr,Konyaspor,H,3,0,1,1.2,2.0,0.6,1.2
2025-04-05,17:00,Antalyaspor,Samsunspor,H,3,0,1,1.8,1.0,0.6,1.2
2025-04-06,11:30,Alanyaspor,Bodrumspor,A,0,3,2,0.6,2.0,0.2,0.2
2025-04-06,14:00,Hatayspor,Eyupspor,A,0,3,2,1.8,0.8,0.0,0.6
2025-04-06,17:00,Fenerbahce,Trabzonspor,H,3,0,1,2.2,1.4,1.2,0.6
2025-04-07,18:00,Kasimpasa,Besiktas,D,1,1,0,1.4,1.8,1.8,0.0
2025-04-07,18:00,Goztep,Gaziantep,D,1,1,0,0.6,1.8,0.0,0.6
2025-04-11,18:00,Samsunspor,Galatasaray,A,0,3,2,1.0,1.6,0.0,1.8
2025-04-12,14:00,Konyaspor,Goztep,H,3,0,1,1.8,0.8,0.0,0.6
2025-04-12,17:00,Besiktas,Buyuksehyr,A,0,3,2,1.4,1.8,1.0,0.4
2025-04-12,17:00,Bodrumspor,Antalyaspor,D,1,1,0,2.0,1.8,0.0,0.6
2025-04-13,14:00,Gaziantep,Hatayspor,H,3,0,1,2.0,1.2,0.4,1.0
2025-04-13,14:00,Kayserispor,Kasimpasa,H,3,0,1,1.8,1.6,1.2,0.6
2025-04-13,17:00,Sivasspor,Fenerbahce,A,0,3,2,1.4,2.2,0.2,1.4
2025-04-13,17:00,Trabzonspor,Rizespor,H,3,0,1,0.8,1.4,0.0,1.8
2025-04-14,18:00,Eyupspor,Ad. Demirspor,H,3,0,1,1.4,0.2,0.6,0.0
2025-04-18,18:00,Hatayspor,Konyaspor,A,0,3,2,1.2,1.8,0.8,0.8
2025-04-18,18:00,Galatasaray,Bodrumspor,H,3,0,1,2.0,2.0,0.6,0.0
2025-04-19,11:30,Kasimpasa,Sivasspor,H,3,0,1,1.4,1.4,1.0,0.4
2025-04-19,14:00,Ad. Demirspor,Trabzonspor,A,0,3,2,0.2,1.4,0.6,1.2
2025-04-19,17:00,Goztep,Besiktas,D,1,1,0,0.6,0.8,0.6,0.0
2025-04-20,11:30,Buyuksehyr,Gaziantep,H,3,0,1,1.8,2.0,1.2,0.6
2025-04-20,14:00,Rizespor,Eyupspor,H,3,0,1,0.8,2.0,0.6,0.0
2025-04-20,17:00,Fenerbahce,Kayserispor,D,1,1,0,2.6,2.4,1.8,0.0
2025-04-21,18:00,Alanyaspor,Samsunspor,H,3,0,1,0.0,0.8,1.0,0.4
2025-04-25,18:00,Besiktas,Hatayspor,H,3,0,1,1.0,0.6,1.0,0.4
2025-04-26,17:00,Bodrumspor,Samsunspor,A,0,3,2,1.4,0.2,0.0,0.6
2025-04-26,17:00,Gaziantep,Fenerbahce,A,0,3,2,1.4,2.2,0.0,1.8
2025-04-26,14:00,Sivasspor,Antalyaspor,H,3,0,1,0.8,2.0,0.2,1.4
2025-04-27,14:00,Konyaspor,Ad. Demirspor,H,3,0,1,2.4,0.0,0.8,0.8
2025-04-27,14:00,Trabzonspor,Alanyaspor,H,3,0,1,2.0,0.6,0.6,1.2
2025-04-27,17:00,Eyupspor,Galatasaray,A,0,3,2,1.4,2.4,0.2,0.2
2025-04-27,17:00,Kayserispor,Rizespor,H,3,0,1,2.0,0.8,0.6,1.2
2025-04-28,18:00,Goztep,Buyuksehyr,H,3,0,1,0.8,2.4,0.0,0.6
2025-05-02,18:00,Antalyaspor,Konyaspor,H,3,0,1,1.4,2.4,0.6,0.6
2025-05-03,17:00,Galatasaray,Sivasspor,H,3,0,1,2.4,1.4,1.4,0.2
2025-05-03,14:00,Alanyaspor,Kayserispor,D,1,1,0,0.6,2.6,0.6,1.2
2025-05-03,14:00,Rizespor,Gaziantep,H,3,0,1,0.8,0.8,0.6,1.2
2025-05-03,17:00,Hatayspor,Buyuksehyr,A,0,3,2,0.0,2.4,0.0,1.8
2025-05-04,17:00,Fenerbahce,Besiktas,A,0,3,2,2.6,1.6,1.2,0.6
2025-05-04,14:00,Samsunspor,Eyupspor,H,3,0,1,0.6,1.2,0.0,0.6
2025-05-04,17:00,Ad. Demirspor,Goztep,A,0,3,2,0.0,1.2,0.0,0.6
2025-05-05,18:00,Kasimpasa,Trabzonspor,D,1,1,0,2.0,2.0,0.8,0.8
2025-05-09,18:00,Buyuksehyr,Fenerbahce,A,0,3,2,2.4,2.0,0.0,1.8
2025-05-09,18:00,Gaziantep,Alanyaspor,A,0,3,2,0.8,0.8,0.6,1.2
2025-05-10,14:00,Konyaspor,Rizespor,H,3,0,1,1.8,1.4,0.4,1.0
2025-05-10,14:00,Eyupspor,Kasimpasa,A,0,3,2,1.2,1.6,0.0,0.6
2025-05-10,17:00,Trabzonspor,Galatasaray,A,0,3,2,2.0,2.4,0.0,1.8
2025-05-11,17:00,Besiktas,Ad. Demirspor,H,3,0,1,1.6,0.0,0.2,1.4
2025-05-11,14:00,Sivasspor,Bodrumspor,D,1,1,0,0.8,0.8,0.0,0.6
2025-05-11,17:00,Goztep,Hatayspor,D,1,1,0,1.6,0.0,0.2,0.2
2025-05-12,18:00,Kayserispor,Antalyaspor,H,3,0,1,2.2,2.0,0.4,1.0
2025-05-17,17:00,Ad. Demirspor,Hatayspor,A,0,3,2,0.0,0.2,0.8,0.8
2025-05-18,17:00,Alanyaspor,Besiktas,D,1,1,0,1.4,2.0,1.0,0.4
2025-05-18,17:00,Antalyaspor,Gaziantep,D,1,1,0,1.4,0.6,0.6,1.2
2025-05-18,17:00,Bodrumspor,Trabzonspor,D,1,1,0,1.0,2.0,0.0,0.6
2025-05-18,17:00,Fenerbahce,Eyupspor,H,3,0,1,2.0,0.6,0.2,0.2
2025-05-18,17:00,Galatasaray,Kayserispor,H,3,0,1,3.0,2.2,1.4,0.2
2025-05-18,17:00,Kasimpasa,Buyuksehyr,A,0,3,2,1.6,1.8,0.2,1.4
2025-05-18,17:00,Rizespor,Goztep,H,3,0,1,1.2,1.6,0.0,0.6
2025-05-18,17:00,Samsunspor,Sivasspor,H,3,0,1,1.2,0.8,1.0,0.4
2025-05-24,17:00,Gaziantep,Kasimpasa,D,1,1,0,0.2,1.4,0.8,0.8
2025-05-24,17:00,Goztep,Galatasaray,A,0,3,2,1.6,3.0,0.0,0.6
2025-05-24,14:00,Eyupspor,Antalyaspor,H,3,0,1,0.0,1.0,0.6,0.0
2025-05-25,17:00,Besiktas,Rizespor,A,0,3,2,2.2,1.8,1.4,0.2
2025-05-25,17:00,Buyuksehyr,Ad. Demirspor,A,0,3,2,1.8,0.0,1.4,0.2
2025-05-25,17:00,Kayserispor,Bodrumspor,D,1,1,0,1.6,0.6,0.2,0.2
2025-05-25,17:00,Konyaspor,Alanyaspor,A,0,3,2,2.4,1.6,0.2,1.4
2025-05-25,17:00,Trabzonspor,Samsunspor,D,1,1,0,1.6,1.8,0.6,1.2
2025-05-26,18:00,Hatayspor,Fenerbahce,H,3,0,1,0.8,2.0,0.0,1.8
2025-05-30,18:00,Antalyaspor,Trabzonspor,A,0,3,2,0.8,1.2,0.2,1.4
2025-05-30,18:00,Galatasaray,Buyuksehyr,H,3,0,1,3.0,1.2,1.8,0.0
2025-05-30,18:00,Kasimpasa,Goztep,A,0,3,2,1.6,1.4,0.0,0.6
2025-05-31,17:00,Alanyaspor,Sivasspor,H,3,0,1,1.6,0.8,0.8,0.8
2025-05-31,17:00,Ad. Demirspor,Gaziantep,D,1,1,0,0.6,0.4,0.2,1.4
2025-05-31,14:00,Rizespor,Hatayspor,H,3,0,1,1.8,1.4,1.2,0.6
2025-05-31,14:00,Fenerbahce,Konyaspor,H,3,0,1,1.8,1.8,1.4,0.2
2025-06-01,17:00,Bodrumspor,Besiktas,A,0,3,2,0.6,2.0,0.0,0.6
2025-06-01,17:00,Samsunspor,Kayserispor,H,3,0,1,2.0,1.6,1.2,0.6
2025-08-08,19:30,Gaziantep,Galatasaray,A,0,3,2,0.6,3.0,0.0,2.4
2025-08-09,17:00,Samsunspor,Genclerbirligi,H,3,0,1,2.6,0.0,0.0,0.0
2025-08-09,19:30,Antalyaspor,Kasimpasa,H,3,0,1,0.8,1.0,1.0,1.0
2025-08-10,17:00,Rizespor,Goztep,A,0,3,2,2.4,1.4,0.6,0.6
2025-08-10,19:30,Eyupspor,Konyaspor,A,0,3,2,0.6,1.2,0.6,0.6
2025-08-11,19:30,Trabzonspor,Kocaelispor,H,3,0,1,1.2,0.0,0.0,0.0
2025-08-15,19:30,Galatasaray,Karagumruk,H,3,0,1,3.0,1.4,1.2,0.0
2025-08-16,19:30,Goztep,Fenerbahce,D,1,1,0,1.4,1.8,0.2,0.8
2025-08-16,17:00,Kocaelispor,Samsunspor,A,0,3,2,0.0,2.6,0.0,0.0
2025-08-16,19:30,Alanyaspor,Rizespor,D,1,1,0,2.2,1.8,1.4,0.8
2025-08-17,17:00,Genclerbirligi,Antalyaspor,A,0,3,2,0.0,0.8,0.0,0.0
2025-08-17,17:00,Konyaspor,Gaziantep,H,3,0,1,1.2,0.6,1.4,0.8
2025-08-17,19:30,Besiktas,Eyupspor,H,3,0,1,2.0,0.6,1.2,0.0
2025-08-17,19:30,Buyuksehyr,Kayserispor,D,1,1,0,1.2,1.0,0.4,1.6
2025-08-18,19:30,Kasimpasa,Trabzonspor,A,0,3,2,0.8,1.6,1.0,1.0
2025-08-22,19:30,Karagumruk,Goztep,A,0,3,2,0.8,1.4,0.0,0.0
2025-08-23,19:30,Fenerbahce,Kocaelispor,H,3,0,1,2.0,0.0,0.0,0.0
2025-08-23,19:30,Gaziantep,Genclerbirligi,H,3,0,1,0.6,0.0,0.0,0.0
2025-08-24,19:30,Kayserispor,Galatasaray,A,0,3,2,1.0,3.0,0.2,2.0
2025-08-24,17:00,Trabzonspor,Antalyaspor,H,3,0,1,2.2,1.4,2.0,0.2
2025-08-25,17:00,Eyupspor,Alanyaspor,H,3,0,1,0.6,2.2,0.8,0.2
